# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.002        0.000    28259.324    52642.367
       1.004     1917.100    28267.938    52642.367
       2.005     2524.300    28408.777    52642.367
       3.006     3046.900    33644.254    57544.508
       4.008       19.000    33644.254    57544.508
       5.010       56.900    24783.961    49262.934
       6.011      556.200    25376.148    49262.934
       7.013       22.000    25376.148    49262.934
       8.014       52.900    24930.457    49262.934
       9.016      564.000    25377.703    49262.934
      10.017       20.000    25377.703    49262.934
      11.019       48.900    24895.918    49262.934
      12.020      555.000    25378.840    49262.934
      13.022       20.000    25378.840    49262.934
      14.024       45.900    24904.273    49262.934
      15.025      557.000    25385.523    49262.934
      16.027       20.000    25385.523    49262.934
      17.028       43.900    24900.129    49262.934
      18.030      490.200    25386.797    49262.934
      19.032       93.900    25386.797    49262.934
      20.033       46.900    24952.965    49262.934
      21.035      477.200    25109.047    49019.055
      22.036       43.900    24601.480    48600.398
      23.038     4473.600    24352.496    48218.926
      24.039     5051.200    26659.867    51180.688
      25.041     5142.000    30352.570    54291.352
      26.042      800.700    31526.270    55319.957
      27.044       29.000    31283.188    55738.613
      28.046      354.400    31455.770    55738.613
      29.048      236.600    31944.066    55738.613
      30.049       48.900    31553.480    55738.613
      31.051      550.100    31944.734    55738.613
      32.053       14.000    31944.734    55738.613
      33.054       78.900    31822.531    55738.613
      34.055      539.200    31944.488    55738.613
      35.057       30.900    31238.082    55738.613
      36.059      322.500    31319.309    55113.262
      37.060      276.600    31944.500    55738.613
      38.062       43.900    31491.266    55738.613
      39.063      555.100    31944.770    55738.613
      40.065       14.000    31944.770    55738.613
      41.066       71.900    31795.754    55738.613
      42.068      452.200    31664.836    55494.734
      43.070     1950.800    30909.711    54694.605
      44.071     5588.500    30909.711    54694.605
      45.073     4902.500    30909.711    54694.605
      46.074     3737.300    30909.711    54694.605
      47.076     4054.100    30909.711    54694.605
      48.077     5221.200    32354.531    56029.867
      49.078     5137.300    38160.566    62201.656
      50.080     4973.600    44510.773    68713.934
      51.082     2634.700    49229.941    73565.949
      52.083     4584.200    54201.867    77880.336
      53.085     5526.500    63788.012    88657.859
      54.087     2605.900    67815.160    93011.117
      55.088      495.200    68979.348    94157.633
      56.090       19.000    68979.348    94157.633
      57.091       26.000    68732.656    95357.891
      58.093       71.900    69566.938    95357.891
      59.095      769.800    69033.430    94211.375
      60.096      490.200    70179.316    95357.766
      61.098       20.000    70179.316    95357.766
      62.099       24.000    68663.789    95357.578
      63.101       70.900    69532.102    95357.578
      64.102      740.900    69032.969    94211.188
      65.104      498.200    70179.824    95357.703
      66.106       22.000    70179.824    95357.703
      67.107       31.000    68751.367    95357.891
      68.109       82.900    69676.398    95357.891
      69.110      768.900    69033.531    94211.375
      70.111      483.200    70179.660    95357.891
      71.113       14.000    70179.660    95357.891
      72.115       53.900    69012.180    95357.891
      73.116       80.900    69944.430    95357.891
      74.118     1442.500    70180.816    95357.766
      75.119       31.900    70180.816    95357.766
      76.121        6.000    70180.816    95357.766
      77.123       67.900    69169.559    95357.578
      78.124       82.900    70107.961    95357.578
      79.126     1324.900    70182.500    95357.703
      80.127       32.000    70182.500    95357.703
      81.129        3.000    69803.672    95357.703
      82.130       74.900    69336.184    95357.891
      83.132      517.200    70183.574    95357.891
      84.133      842.600    70184.254    95357.891
      85.135       25.000    70184.254    95357.891
      86.136       17.000    68602.469    95357.891
      87.137       74.000    69549.930    95357.891
      88.139      951.500    69039.113    94211.375
      89.140      392.400    70185.469    95357.766
      90.142       20.000    70185.469    95357.766
      91.143       34.900    68822.309    95357.578
      92.145       79.900    69779.309    95357.578
      93.146      712.000    70484.594    96441.508
      94.147      368.400    71631.715    97588.023
      95.149       22.000    71631.715    97588.023
      96.151        3.000    71631.715    97588.023
      97.152       67.900    70737.910    97588.211
      98.154      331.500    72620.988    98787.840
      99.155      708.900    73352.012    98787.840
     100.157       32.000    73352.012    98787.840
     101.159        5.000    72291.457    98787.840
     102.160       73.900    72582.242    98787.840
     103.162      616.000    73926.750   100223.582
     104.163      413.300    75073.254   101369.973
     105.165       30.000    75073.254   101369.973
     106.167        9.000    73380.934   101369.785
     107.168       73.900    74341.285   101369.785
     108.170      619.000    75647.004   101612.211
     109.171      402.400    76792.949   102758.727
     110.173       23.000    76792.949   102758.727
     111.174       22.000    75254.234   102758.914
     112.176       73.900    76185.711   102758.914
     113.178      617.000    77368.152   103070.777
     114.179      404.400    78515.012   104217.293
     115.181       26.000    78515.012   104217.293
     116.182       18.000    76938.238   104217.293
     117.184       72.900    77898.332   104217.293
     118.185      614.100    79088.094   104602.094
     119.186      421.300    80233.660   105748.484
     120.188       29.900    80233.660   105748.484
     121.190       14.000    78621.480   105748.297
     122.191       75.900    79584.668   105748.297
     123.193      619.000    80808.992   106209.910
     124.194      450.300    81955.582   107356.426
     125.196       32.000    81955.582   107356.426
     126.197        3.000    81955.582   107356.426
     127.199       72.900    81082.176   107356.613
     128.201      483.200    83493.723   109045.055
     129.202      571.100    83675.441   109045.055
     130.204       31.000    83675.441   109045.055
     131.205       11.000    81998.730   109045.055
     132.207       83.900    82986.668   109045.055
     133.208      628.000    84249.223   109671.543
     134.210      423.300    85396.914   110817.934
     135.212       23.000    85396.914   110817.934
