# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.004        0.000    16112.840    41013.555
       1.005     4512.000    16113.770    41013.555
       2.007     3835.000    16113.770    41013.555
       3.008     3374.900    16294.535    41013.555
       4.010     1669.400    16561.785    41561.996
       5.011     3189.200    16563.344    41561.996
       6.013     3378.200    20818.258    45408.906
       7.015      393.300    22358.191    46884.355
       8.016       19.000    22358.191    46884.355
       9.018        3.000    22358.191    46884.355
      10.020       51.900    17594.559    43222.434
      11.021       48.900    18169.996    43222.434
      12.022      316.700    18707.121    43222.434
      13.023      789.700    18706.871    43222.434
      14.025       21.000    18706.871    43222.434
      15.027        8.000    18706.871    43222.434
      16.028       37.900    17552.043    43222.434
      17.030       47.900    18120.223    43222.434
      18.032       54.900    18697.465    43222.434
      19.033      902.600    18708.184    43222.434
      20.035       20.000    18708.184    43222.434
      21.036       12.000    18708.184    43222.434
      22.038       35.900    17428.324    43222.434
      23.040       69.900    17986.230    43222.434
      24.041       69.900    18545.168    43222.434
      25.043      625.000    17693.281    42206.242
      26.045      286.500    18391.512    42903.758
      27.046        9.000    17936.918    42903.758
      28.048       71.900    17410.199    42425.832
      29.049      506.100    17216.984    41728.316
      30.051     5102.800    20366.262    44912.086
      31.053     5086.300    22841.836    47231.285
      32.054     2867.300    26580.074    50974.137
      33.056       21.000    26580.074    50974.137
      34.058       14.000    26580.074    50974.137
      35.059       30.900    25743.078    51452.062
      36.061       70.900    26303.562    51452.062
      37.062       71.900    26888.281    51452.062
      38.064      761.700    27059.855    51452.062
      39.066       19.000    27059.855    51452.062
      40.067        9.000    27059.855    51452.062
      41.069       40.900    25853.730    51452.062
      42.070       61.900    26414.988    51452.062
      43.072       63.900    26979.855    51452.062
      44.073      959.300    27059.652    51452.062
      45.075       19.000    27059.652    51452.062
      46.077        9.000    27059.652    51452.062
      47.078       39.900    25917.207    51452.062
      48.080       58.900    26480.270    51452.062
      49.081       56.900    27052.613    51452.062
      50.083      839.500    26740.711    51133.387
      51.085       20.000    26740.711    51133.387
      52.086       46.900    25653.168    50655.461
      53.088       70.900    26218.777    50655.461
      54.089     4777.600    25572.598    49957.945
      55.091     4054.800    25572.832    49957.945
      56.092     5357.000    26637.328    51168.707
      57.094     4920.600    33062.574    57490.625
      58.095     4338.500    38841.492    63692.527
      59.097     3478.200    44588.066    69616.547
      60.098      505.100    45804.953    70815.090
      61.100       19.000    45804.953    70815.090
      62.102        8.000    45804.953    70815.090
      63.103       27.000    45025.707    71566.492
      64.105       42.900    45584.129    71566.492
      65.106       46.900    46142.551    71566.492
      66.108      498.200    45358.051    70367.949
      67.109      496.100    46556.523    71566.492
      68.111       22.000    46556.523    71566.492
      69.113        8.000    46556.523    71566.492
      70.115       42.900    45052.188    71566.492
      71.117       70.900    45615.766    71566.492
      72.118       69.900    46179.344    71566.492
      73.120      516.100    45358.121    70367.949
